"","sample_barcode","collection_label","project","site_code","site_name","collection_date","accessioned","sample_type","habitat","host","trophic","site_type","metadata","lat","long","empo_1","empo_2","empo_3","PI","Processing","common_name","family","genus","species","taxonomy_info","photo","photo.notes"
"1383",1537,"91","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1384",1538,"242","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1385",1539,"20","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1386",1540,"32","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1387",1541,"44","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1388",1542,"56","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1389",1543,"68","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1390",1544,"80","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1391",1545,"92","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1392",1546,"243","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1393",1547,"21","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1394",1548,"33","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1395",1549,"45","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1396",1550,"57","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1397",1551,"69","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1398",1552,"81","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1399",1553,"93","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1400",1554,"10","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1401",1555,"22","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1402",1556,"34","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1403",1557,"46","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1404",1558,"58","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1405",1559,"70","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1406",1560,"82","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1407",1561,"94","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1408",1562,"11","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1409",1563,"23","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1410",1564,"35","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1411",1565,"47","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1412",1566,"59","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1413",1567,"71","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1414",1568,"83","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1415",1569,"95","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1416",1570,"12","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1417",1571,"24","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1418",1572,"36","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1419",1573,"48","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1420",1574,"60","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1421",1575,"72","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1422",1576,"84","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1423",1577,"96","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1424",1578,"13","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1425",1579,"25","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1426",1580,"37","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1427",1581,"49","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1428",1582,"61","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1429",1583,"73","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1430",1584,"85","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1431",1585,"97","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1432",1586,"14","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1433",1587,"26","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1434",1588,"38","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1435",1589,"50","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1436",1590,"62","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1437",1591,"74","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1438",1592,"86","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1439",1593,"filterBlank3","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1440",1594,"15","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1441",1595,"27","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1442",1596,"39","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1443",1597,"51","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1444",1598,"63","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1445",1599,"75","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1446",1600,"87","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1447",1602,"16","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1448",1603,"28","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1449",1604,"40","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1450",1605,"52","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1451",1606,"64","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1452",1607,"76","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1453",1608,"88","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1454",1610,"98","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1455",1611,"110","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1456",1612,"122","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1457",1613,"134","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1458",1614,"170","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1459",1615,"216","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1460",1616,"252","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1461",1618,"99","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1462",1619,"111","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1463",1620,"123","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1464",1621,"135","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1465",1622,"171","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1466",1623,"217","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1467",1624,"253","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1468",1626,"100","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1469",1627,"112","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1470",1628,"124","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1471",1629,"136","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1472",1630,"172","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1473",1631,"218","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1474",1632,"254","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1475",1634,"101","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1476",1635,"113","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1477",1636,"125","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1478",1637,"137","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1479",1638,"173","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1480",1639,"219","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1481",1640,"255","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1482",1642,"102","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1483",1643,"114","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1484",1644,"126","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1485",1645,"162","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1486",1646,"208","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
"1487",1647,"244","SMART",NA,"AlaWai",NA,NA,"WaterNonSaline","Riverine","Nonhost","Environmental",NA,NA,NA,NA,"Free-living","Non-saline","Water (non-saline)","Kiana","Filter","WaterNonSaline",NA,NA,NA,NA,NA,NA
